sentence,stanceConsolidated,stanceNotConsolidated,coderConsolidated,coderNotConsolidated,publishDate,title,publisherGroup,publisher,category,keywordGroups,keywords,author
"Valmistumine rändekriisiks peaks keskenduma ennekõike migranditulva ennetamisele ja ärahoidmisele, kuid liberaalide valitsetavas Eestis valmistutakse hoopis nende vastuvõtuks – küll muretsetakse tõlkide puudumise pärast, küll pannakse pagulaskeskusi valmis…Tervitajate seltskonna üks hääletoru Postimees kirjutab: “Eestil on praegu võimekus majutada 100 varjupaigataotlejat, 70 Vao keskuses Lääne-Virumaal ja 30 Vägeva keskuses Jõgevamaal ning AS Hoolekandeteenuste andmetel on pagulaskeskustes praegu 12 rahvusvahelise kaitse taotlejat ehk ruumi on veel 88 migrandile.”Siseministeeriumi kodakondsus- ja rändepoliitika osakonna nõunik Silvester Silver Stõun selgitas, et kui põgenik taotleb rahvusvahelist kaitset, tekib tal seaduslik alus riigis viibida ning üldjuhul suunatakse ta varjupaigataotlejate majutuskeskusesse ehk Eesti mõistes Vao või Vägeva keskusesse.",MH,MH,J,J,13.07.2021 16:50,Pagulaskeskuste täitjad annavad juba endast märku,UuedUudised,UuedUudised,Arvamus,"['ränne', 'pagulased']","['migra', 'rände', 'pagula', 'varjupaigataotl', 'põgenik']",
"Kui aga ajakirjanikuhakatis võrdsustab paremäärmusliku terrorismi mahult islamiterrorismiga, siis ei jaga ta poliitikast küll midagi.",MH,MH,J,J,10.09.2021 13:13,Liberaalse ajakirjanduse lillelapsed elavad mustvalgetes hea ja halva muinasjuttudes,UuedUudised,UuedUudised,Arvamus,['rahvus'],['islam'],
"Reisifirma Estraveli asutaja ja juhatuse liige Aivo Takis näeb, et ainus viis tööjõu nappust leevendada on suurendada drastiliselt sisserände kvoote.",4,4,J,J,17.09.2021 13:10,Töötajaid pole! Ettevõtjad tahavad rohkem välismaalasi ning nõuavad sisserände kvootide suurendamist,EkspressGrupp,Ärileht,,['ränne'],['rände'],Äripäev
Otsuse tekst: Kiita heaks järgmised välisministri esitatud seisukohad Ühinenud Rahvaste Organisatsiooni globaalse ränderaamistiku ja globaalse pagulasraamistiku kohta:1.,3,3,J,J,10.11.2018 18:18,valitsus on hukutavale rändeleppele juba rohelise tee andnud,UuedUudised,UuedUudised,Eesti,"['ränne', 'pagulased']","['rände', 'pagula']",
"Jah, see on nii, kõik need “pahad nähtused” koguvad hoogu ja tugevnevad, ning see ongi loomulik – kui manner ujutatakse üle migrantide rohutirtsuparvega, siis ei saagi muud tekkida, kui ksenofoobia ehk võõraviha tõus, sest võõrad inimesed ise tekitavad selle.",MH,MH,J,J,12.11.2018 12:23,Marrakechis antakse avapauk suuremat sorti ülemaailmsele verevalamisele,UuedUudised,UuedUudised,Arvamus,"['ränne', 'paremäärmus']","['migra', 'ksenofoob']",
"Rahu on mõeldud nende jaoks, kes on islami vastu võtnud.",MH,MH,J,J,26.06.2019 10:35,"LUGEMISSOOVITUS. Malle Pärn: mureliku südamega, oma lastelaste kaitseks",UuedUudised,UuedUudised,Eesti,['rahvus'],['islam'],
"Raporti järgi on nn immigrandid jagatud mitmeks rühmaks: asüülitaotleja staatusega isikud, tolereeritud asüülitaotlejad, kodusõja põgenikud ja illegaalid (kes on juba illegaalidena Saksamaal).",3,3,J,J,10.01.2017 10:32,Sissetungijad Saksamaal: kuritegu iga kahe minuti tagant,UuedUudised,UuedUudised,Maailm,"['ränne', 'pagulased']","['migra', 'asüül', 'põgenik', 'illegaal']",
"Haritud inimesed ei saabu üldjuhul inimkaubitsejate vahendusel (ühiskonna eliidina on neil on lihtsamaid võimalusi), ja kui saabuvadki, siis korjavad Lääne-Euroopa riigid sellised kohe omale.",3,3,J,J,30.08.2020 04:32,"Kolmandast maailmast tulevad kahejalgsed probleemid, mitte lahendused",UuedUudised,UuedUudised,Eesti,['pagulased'],['inimkaub'],
"Praegu Leetu pääseda üritavad illegaalid üldjuhul ei soovi sinna jääda, vaid sealt edasi Lääne-Euroopasse pääseda.",3,3,J,J,05.07.2021 00:10,JUHTKIRI | Illegaalne ränne on uus hübriidrelv. Olgem valmis,EkspressGrupp,Eesti Päevaleht,,['pagulased'],['illegaal'],
"Giidina kaasasolev Yusuf kratsib kukalt, kuidas kõiki neid laagreid liigitada: „Ee, see on vist põgenike laager, see … ee … tööliste laager, see paistab olevate mõlemate laager.“ Asi on selles, et viljakas Bekaa org on Liibanoni põllumajanduse keskus.",3,3,J,J,08.08.2017 22:00,"„Sain aru, et ta on terrorist. Võtsin püssi ja lasin ta maha“",EkspressGrupp,Eesti Ekspress,,['pagulased'],['põgenik'],
Kurdide omakaitseüksus YPG on Süürias üks tugevamaid Islamiriigi-vastaseid jõude ning nende aladel on normaalne elurütm suudetud suuresti säilitada.,MH,MH,J,J,02.12.2015 08:35,DELFI JA EESTI PÄEVALEHT SÜÜRIAS: Kurdide aladel võivad naised palja peaga käia ja poes müüakse alkoholi,EkspressGrupp,Delfi,,['rahvus'],['islam'],
"Nn avatuse ja sallivuse kaitsjad, eiravad tõsiasja, et multikultistumise piiramatu jätkumisega, eriti koos piiramatu massiimmigratsiooniga islamiriikidest, muutub rahvastik ning drastilised muutused tabavad meie kultuuri- ja väärtusruumi.",2,2,J,J,17.11.2018 15:54,Euroopa Liit – kas suveräänsete riikide liit või liitriik?,UuedUudised,UuedUudised,Arvamus,"['ränne', 'paremäärmus', 'rahvus']","['migra', 'multikult', 'islam']",
"2. oktoobril 2012 tuli terrorirühmituse Palestiina Islami D˛ihaad relvastatud tiib al-Qudsi brigaad paraadiga Gaza sektoris tänavaile, et meenutada ühe kaasvõitleja tapmist Mossadi poolt Maltal 17 aastat varem.",MH,MH,J,J,11.12.2015 14:20,Ikkagi: kuidas Belgias toodetud eriüksuste käsirelv leidis tee islamisõdalaste kätte,EkspressGrupp,Forte,,['rahvus'],['islam'],
Poola võimude hinnangul viibib praegu riigis 800-st tuhandest pooleteise miljoni ukrainlaseni.,3,3,J,J,12.05.2020 13:37,"VENE MEEDIA PÄEVIK | Oleg Samorodni: isegi Kreml ei söendanud tõrjuda ukrainlasi nii, nagu teeb praegu Eesti",EkspressGrupp,Eesti Päevaleht,,['rahvus'],['ukrainla'],Oleg Samorodni
"Rändel mitmetes paikades peatudes võivad nad nakatuda või, vastupidi, sinna haigusetekitaja viia.",MH,MH,J,J,21.04.2020 11:30,Kas linnult võib puukborrelioosi saada? Linnud levitavad seda agaralt,EkspressGrupp,Forte,,['ränne'],['rände'],"Marko Mägi, TÜ ökoloogia ja maateaduste instituudi linnuökoloog"
"Eesti 14 laevakaitsja kojutulek seisab hetkel veel viimase instantsi taga, nimelt on meestel vaja saada välismaalaste ametist tempel väljasõiduviisasse.",MH,MH,J,J,04.12.2017 09:10,"Laevakaitsjate hotell väljastas tunnistuse, et mehed seal elavad, vaja on veel templit väljasõiduviisasse",EkspressGrupp,Delfi,,['välistööjõud'],['välismaala'],
Peale laevade saatmise on Itaalia hakanud survestama Vahemerel sisserändajaid päästvaid organisatsioone.,3,3,J,J,03.08.2017 21:05,Itaaliasse sisserändajaid vedanud sakslasi ähvardab vangistus,EkspressGrupp,Eesti Päevaleht,,['ränne'],['rända'],
"Näiteks on uussisserändajaid rohkesti Mustamäel, sest TTÜ ümbruses tegutseb palju välismaalastele tööd andvaid firmasid.",3,3,J,J,08.07.2020 00:05,GRAAFIKUD | Tallinna venestumine on müüt. Enamust hoiavad pealinnas eestlased,EkspressGrupp,Eesti Päevaleht,,"['ränne', 'välistööjõud']","['rända', 'välismaala']",Vahur Koorits
"Ta süüdistas Läänt lühinägelikkuses, kuna see on jäänud keskenduma al-Assadi isikule, ignoreerides palju suuremat ohtu, mida kujutab endast Islamiriik.",MH,MH,J,J,23.10.2015 04:57,"Putin: kui võitlus on vältimatu, tuleb lüüa esimesena",EkspressGrupp,Delfi,,['rahvus'],['islam'],
"Saksamaa araablaste klannid tegutsesid aastaid oma paralleeluniversumis, kuhu riigi põhiseaduslik kord ei ulatunud.",MH,MH,J,J,19.12.2020 09:04,"10 lugu nädalavahetuseks: pesupulbrikuninga lahutus, orjad ja maskid, lummav kodu, skandaalse pilvelõhkuja looja, Berliini klannide maailm",EkspressGrupp,Eesti Päevaleht,,['rahvus'],['araabla'],Merili Nikkolo
"Arvutused näitavad, et 15 aasta jooksul ühes linnas või maakonnas rassistlikke kuritegusid sooritava 35–50 neonatsi tegevus nõuab maksumaksjate taskust 290 miljonit krooni.",3,3,J,J,11.11.2015 22:10,Telegramm: mis on vihkamise hind?,EkspressGrupp,Eesti Päevaleht,,['rass'],['([\\W ]|^)rass'],
"Euroopa on seega kimpus ennekõike illegaalide immigratsiooniga Aafrikast, ühed tulevad laevadega Lääne-Aafrikast Hispaaniasse või selle saartele, teised Tuneesiast või Liibüast üle mere Itaaliasse ja Maltale, kolmandad leiavad Lähis-Ida kaudu tee Türgist Kreekasse.",3,3,J,J,20.05.2015 12:30,"Kui immigrant saabub Liibüast, siis kust ta tegelikult tuleb?",EkspressGrupp,Forte,,"['ränne', 'pagulased']","['migra', 'illegaal']",
"65 protsenti mitte-eestlastest arvas, et kuulumine Euroopa Liitu on positiivne.",MH,MH,J,J,29.12.2015 12:29,Eestlaste rahulolu Euroopa Liitu kuulumise üle on vähenenud,UuedUudised,UuedUudised,Maailm,['mittekodanikud'],['mitte-eestla'],
"Nii võivad varjupaigataotlejad politsei poolt takistamata liikuda Rootsi, Norrasse või Soome, mida paljud pagulased peavad Taanist märksa paremateks võimalusteks, vahendab Yle Uutiset.",3,3,J,J,10.09.2015 07:44,Taani muutis kurssi: politsei laseb pagulastel vabalt Rootsi suunas liikuda,EkspressGrupp,Delfi,,['pagulased'],"['pagula', 'varjupaigataotl']",
"Suurbritannia astus migrandide hirmus lausa Euroopa Liidust välja, sama on ähvardanud Ungari, Poola, T�ehhi ja Slovakkia.",2,2,J,J,03.07.2018 08:23,Lõunaeestlane arvab: Euroopa suur migratsiooni-eksperiment lõppes katastroofiga,UuedUudised,UuedUudised,Arvamus,['ränne'],['migra'],
Seetõttu soovivadki mitmed suurettevõtted nagu Cook ja Apple tuua sisse rohkem viisaga immigrante.,3,3,J,J,10.03.2019 16:02,Trumpi kodumaiste töötajate palkamise kampaania on kasvatanud ameeriklaste palku,UuedUudised,UuedUudised,Majandus,['ränne'],['migra'],
"Aga ma ei usu, et lääne mõõdukad kirikud peaksid püüdma olla islamofoobide meele järgi, ammugi mitte üha enam jõudu koguva parempoolse meedia meele järgi,“ arvas diakon Holdsworth.",MH,MH,J,J,26.01.2017 19:57,Glasgow kirikus loeti jumalateenistusel ette koraani,UuedUudised,UuedUudised,Maailm,['rahvus'],['islam'],
"Talibani liider mulla Baradar Akhund ütles, et Afganistanil peaks olema ""islamisüsteem, kus kõik riigi hõimud ja rahvused saavad elada oma elu ilma igasuguse diskrimineerimiseta armastuses ja vendluses"".",MH,MH,J,J,12.09.2020 14:25,Afganistani rahukõnelused algasid üleskutsetega relvarahule ja naiste õiguste tagamisele,EkspressGrupp,Delfi,,['rahvus'],['islam'],Matti Aivar Lind
"Tuleks lõpetada tegeliku olukorraga vassimine ka teistes kodanikke erutavates peaküsimustes, milledest üks mitmeotsalisim on migratsioon ja muudest tsivilisatsioonidest saabujate integreerimine.",MH,MH,J,J,25.06.2016 15:46,Toomas Alatalu: uues situatsioonis on Londonil rohkem võimalusi mõjutada NATO otsuseid kui seni Pariisi-Berliini juhitavas Euroopa Liidus,EkspressGrupp,Eesti Päevaleht,,['ränne'],['migra'],
"Minski küünilisus oma rolli täitjana peegeldus eriti eredalt sealse siseministri sõnades, mille kohaselt Valgevene jaoks nendes migrantides probleemi pole, kuna nad viibivad riigis seaduslikel alustel.",4,4,J,J,09.11.2021 12:02,"PÄEVA TEEMA | Karmo Tüür: Poola piiril toimuv on jõhker läbirääkimistaktika. Moskva teab, et EL tuleb jutule",EkspressGrupp,Eesti Päevaleht,,['ränne'],['migra'],Karmo Tüür
"Eesti Päevaleht kirjutas eile, et Leedu rajab Valgevenest saabuva rändevoolu tõrjumiseks piiritara.",3,3,J,J,24.06.2021 11:35,Immigrandid tõstsid Leedus mässu: piirivalvurid kasutasid pisargaasi ja tulistasid õhku,EkspressGrupp,Delfi,,['ränne'],['rände'],Matti Aivar Lind
Ühtlasi palub ministeerium senistel tööandjatel pärast töösuhete lõpetamist aidata kaasa välismaalaste koduriiki naasmisele.,3,3,J,J,02.04.2020 15:37,Mart Helme: „Töö kaotanud välismaalastel tuleb naasta koduriiki“,UuedUudised,UuedUudised,Eesti,['välistööjõud'],['välismaala'],
"Tuleva aasta sisserände piirarv on 1315 inimest ehk 0,1 protsenti Eesti alalisest elanikkonnast.",3,3,J,J,19.12.2018 07:12,Tööjõuturust siseministeeriumi eelnõu taustal,UuedUudised,UuedUudised,Majandus,['ränne'],['rände'],
"Mart Helme vaidles talle osaliselt vastu, öeldes, et sotside Anveldi ja Raiki ajal lasti ka siseministeeriumis migratsiooni ja töörände piirangud väga lõdvaks.",MH,MH,J,J,20.10.2019 16:08,“Räägime asjast”: Ossinovski ja Sikkut tegid sotsiaalministeeriumist sotside impeeriumi,UuedUudised,UuedUudised,Eesti,['ränne'],"['migra', 'rände']",
"Peamiselt osalesid paraadil välismaalased, vähem eesti inimesi.",MH,MH,J,J,08.07.2017 13:22,FOTOD: tuhanded peamiselt välismaised homod ja lesbid marssisid Tallinna vanalinnas,UuedUudised,UuedUudised,Eesti,['välistööjõud'],['välismaala'],
Isegi ühissõidukis rassiliselt motiveeritud tõuklemise korral sekkuvad kaassõitjad haruharva.,MH,MH,J,J,29.10.2015 22:30,Kelly Grossthal: ega hea ülikond õiget rassisti riku,EkspressGrupp,Eesti Päevaleht,,['rass'],['([\\W ]|^)rass'],
"Valitsus kiitis heaks seadusemuudatused, mille peamine eesmärk on tagada, et töö kaotanud välismaalased lahkuvad Eestist esimesel võimalusel.",2,2,J,J,02.04.2020 15:37,Mart Helme: „Töö kaotanud välismaalastel tuleb naasta koduriiki“,UuedUudised,UuedUudised,Eesti,['välistööjõud'],['välismaala'],
"""Mitte ükski Narva elaniku, maksumaksja makstud sent või euro ei tohi minna illegaalseks tegevuseks, vaid peab minema Narva elukeskonna parendamisse, nagu ka teiste omavaitsuste puhul.",MH,MH,J,J,09.08.2018 11:43,Siim Kiisler: kohalike omavalitsuste korruptsioonijuhtumid riigivalitsemisega ei seostu ja Keskerakonna seisukohad on varasemaga võrreldes täiesti muutunud,EkspressGrupp,Delfi,,['pagulased'],['illegaal'],
"Öelge, kumb on suurem pahalane, kas mina, kes ma tahan, et neegril oleks oma kultuur ja minul oma, või multikultuurne president, kes tahab, et meil mõlemal oleksid kõik kultuurid kokkupressituna, ja seega mitte ühtki kindlat?",1,1,J,J,18.03.2018 11:12,"Kui kasvõi üksainus migrant teeb eestlasele haiget, on ohvri jaoks Eesti kodumaana kadunud",UuedUudised,UuedUudised,Arvamus,"['paremäärmus', 'rass']","['multikult', '([\\W ]|^)neeg']",
"Isamaast on Siim Kiisler lubanud kõiki tulijaid eestlasteks teha, Reformierakond oli ukrainlaste esismugeldaja ning algatas kohe võimule pääsedes välismaalaste seaduse lahjendamise, Keski aga ongi internatsionaalne partei.",1,1,J,J,04.10.2021 07:11,Võõrastest kultuuridest tulijad on väljakujunenud ühiskonnale suureks ohuks,UuedUudised,UuedUudised,Arvamus,"['välistööjõud', 'rahvus']","['välismaala', 'ukrainla']",
"Teos ilmus esimest korda 1939. aastal, kümme aastat hiljem jõudis Sepp läbi Saksamaa põgenikelaagri Miamisse, kus hakkas pidama tuukri ja sukeldumisinstruktori ametit, mille kõrvalt ka kirjutas.",MH,MH,J,J,30.09.2021 09:55,RAAMATUD | Eesti Naise oktoobrikuu raamatusoovitused,EkspressGrupp,UuedUudised,,['pagulased'],['põgenik'],"Soovitab Reet Weidebaum, AK kultuuritoimetaja"
"""Pädevate ametiasutuste hinnang ütleb, et tõenäosus, et põgenikekriisi kasutatakse Eesti ühiskonna destabiliseerimiseks, on väike.",4,4,J,J,18.04.2016 13:40,"Rõivas: ei ole tõenäoline, et Eesti muutub lähiajal ebaseadusliku rände sihtriigiks",EkspressGrupp,Delfi,,['pagulased'],['põgenik'],
Venestamine ja neegristamine aga on tänavapildiski üha nähtavamad ja kuuldavamad.,1,1,J,J,03.10.2018 08:09,"Raimond Kaljulaid, ärge toppige rahvusluse ni��i selliseid võõrkehi, nagu Isamaa ja Reformierakond!",UuedUudised,UuedUudised,Eesti,['rass'],['([\\W ]|^)neeg'],
"Isegi kui rassid olematuks jutlustatakse, jäävad rasside tunnused siiski alles.",MH,MH,J,J,11.05.2019 07:41,Tõnis Siim: põlisrahvad on eristatava genofondina täiesti olemas,UuedUudised,UuedUudised,Arvamus,['rass'],['([\\W ]|^)rass'],
"Kui aga moslemite hulk ületab 10 000 inimest, on see julgeolekuametkondade jaoks ohu märk, ütles Gulbis.",MH,MH,J,J,22.07.2016 09:57,Läti endine siseminister: üle 10 000 moslemi suurendavad terroriohtu,UuedUudised,UuedUudised,Maailm,['rahvus'],['moslem'],
Kuulad öö otsa tule ääres punarindade rändamist ja hommikuse rongiga sõidad koju tagasi.,MH,MH,J,J,25.02.2020 09:55,Minu päev ?Fred Jüssi,EkspressGrupp,UuedUudised,,['ränne'],['rända'],Madis Jürgen
"Uksel pidas korda tavaliselt mõni neeger (raske on öelda must, sest kogu elu on see sõna tähendanud räpasust).",1,1,J,J,31.12.2020 14:00,"PÄEVA TEEMA | Eestlase meenutused lukku keeratud Pariisist: tuli mõte, et hüppaks mõne kauni jõe sillalt alla - ujuda ma ju ei oska",EkspressGrupp,Eesti Päevaleht,,['rass'],['([\\W ]|^)neeg'],Ilmar Haak
"Rünnakute eest võttis vastutuse äärmusrühmitus Islamiriik (IS).Plahvatused kärgatasid rahvahulgas, mis oli kogunenud lennujaama ümbrusse, hoolimata välisriikide hoiatusest peatse terrorirünnaku eest.",MH,MH,J,J,27.08.2021 07:59,Islamiriigi enesetapuvõitlejad tapsid Kabuli lennujaamas üle saja inimese,UuedUudised,UuedUudised,Maailm,['rahvus'],['islam'],
"„Hunta esindajad kaebasid artikli peale ja teatasid, et neil on arvetel „kõigest“ kaheksa miljardit.“Eluvõimalust otsivad migrandid tekitavad pingeidTaiga piirnevast Moni osariigist lahkus miljoneid inimesi üle piiri Taisse.",MH,MH,J,J,09.02.2016 22:30,"Elu Birma* moodi – lapsed tööl, moslemid koonduslaagris",EkspressGrupp,Eesti Ekspress,,['ränne'],['migra'],
"Siseministeeriumi valduses ei ole selliseid ruume, mida saaksime rendipinnana kasutusse anda, vastas siseminister Hanno Pevkur islami koguduse palvele aidata neid ruumide leidmisel.",MH,MH,J,J,05.09.2016 04:11,Siseministeerium ei saanud aidata Eesti islami kogudust uute ruumide otsingutega,EkspressGrupp,Delfi,,['rahvus'],['islam'],
"Selleks, et ise õpirändama minna, leiad rohkem infot leheküljelt eeagentuur.ee ja euroopanoored.eu.",4,4,J,J,29.10.2021 12:56,Ühelt seikluselt järgmisele ehk Kuidas me tasuta rongiga Skandinaaviat avastasime,EkspressGrupp,Reisijuht,,['ränne'],['rända'],Heleri Keeman
Eritrealane või pakistanlane on süürlasest üsna erinev.„Pagulased on jõukad ega vaja abi.,MH,MH,J,J,14.09.2015 21:30,Pagulasdebatt ja vildakad väited,EkspressGrupp,Eesti Päevaleht,,"['pagulased', 'rahvus']","['pagula', 'süürla']",
"Ungaris oli see protsent 49%, ehkki Ungari poliitika on selgelt suunatud massiimmigratsiooni vastu.",3,3,J,J,18.05.2019 06:22,Rootslased hakkavad migrantidest väsima,UuedUudised,UuedUudised,Maailm,['ränne'],['migra'],
"Seda tõestas juba Eesti 200 liige Florian Hartleb lapsevankrirünnakuga rändepakti vastase meeleavalduse vastu, ja Kallas ise aasta eest öeldud lausega: me ei näe end EKRE-ga ühes valitsuses.",MH,MH,J,J,26.02.2020 11:21,Eesti 200 juht Kristina Kallas varjab oma globalistlikku ideoloogiat rahvuskonservatiivide ideedega,UuedUudised,UuedUudised,Arvamus,['ränne'],['rände'],
"Nad teadsid meid, kuna me võitleme kristlikku kultuuri ohustava massiimmigratsiooni vastu.",MH,MH,J,J,09.06.2019 10:09,"Mart Helme EKRE Kongressil: me kõnnime vastutuult, aga me kõnnime ülesmäge, ja tulevik on meie päralt",UuedUudised,UuedUudised,Eesti,['ränne'],['migra'],
"See on lähima aja küsimus, kui lastakse sõnavabadus maha suruda, leiab riigikogu liige Anti Poolamets (EKRE) viimaseid sündmusi kommenteerides.„See on lähima aja küsimus, kui iga kriitika islami või homoaktiivi kohta läheb trahvi alla.",MH,MH,J,J,19.10.2020 11:38,"Anti Poolamets: see on lähima aja küsimus, kui sõnavabadus maha surutakse",UuedUudised,UuedUudised,Eesti,['rahvus'],['islam'],
